('Total Revenue', '159,969,000', '143,015,000', '125,843,000', '110,360,000', '89,950,000')
         449680 function calls (437022 primitive calls) in 2.363 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
       19    0.000    0.000    0.002    0.000 parse.py:417(urlsplit)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       18    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       18    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       18    0.000    0.000    0.060    0.003 six.py:190(find_spec)
       18    0.000    0.000    0.000    0.000 url.py:413(ensure_type)
       18    0.000    0.000    0.000    0.000 _collections.py:187(__iter__)
       17    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
       17    0.005    0.000    0.005    0.000 {built-in method posix.listdir}
       17    0.000    0.000    0.001    0.000 <frozen zipimport>:63(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
       17    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1317(_path_hooks)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1459(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1578(<setcomp>)
       17    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
       17    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
       17    0.000    0.000    0.000    0.000 message.py:479(set_raw)
       17    0.000    0.000    0.000    0.000 _collections.py:215(add)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       16    0.000    0.000    0.000    0.000 enum.py:68(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:143(__prepare__)
       16    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
       16    0.001    0.000    0.001    0.000 enum.py:200(<setcomp>)
       16    0.002    0.000    0.006    0.000 enum.py:157(__new__)
       16    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
       16    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
       16    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
       16    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
       16    0.000    0.000    0.003    0.000 parse.py:366(urlparse)
    16/14    0.000    0.000    0.001    0.000 typing.py:255(inner)
       15    0.000    0.000    0.000    0.000 functools.py:34(update_wrapper)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
       15    0.000    0.000    0.064    0.004 css_parser.py:297(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       14    0.001    0.000    0.003    0.000 __init__.py:313(namedtuple)
       14    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
       14    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
       14    0.000    0.000    0.003    0.000 hashlib.py:123(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
       14    0.000    0.000    0.000    0.000 css_parser.py:450(__init__)
       14    0.000    0.000    0.025    0.002 css_parser.py:1055(process_selectors)
       13    0.000    0.000    0.000    0.000 enum.py:398(__members__)
       13    0.000    0.000    0.633    0.049 __init__.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       12    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
       12    0.000    0.000    0.000    0.000 timeout.py:119(_validate_timeout)
       12    0.000    0.000    0.000    0.000 queue.py:153(get)
       11    0.001    0.000    0.158    0.014 {method 'join' of 'bytes' objects}
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       11    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       11    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       11    0.000    0.000    0.001    0.000 enum.py:889(_missing_)
       11    0.000    0.000    0.001    0.000 enum.py:899(_create_pseudo_member_)
       11    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
       11    0.000    0.000    0.001    0.000 enum.py:978(_decompose)
       11    0.000    0.000    0.000    0.000 __init__.py:776(__init__)
       11    0.000    0.000    0.000    0.000 six.py:1015(ensure_text)
       11    0.000    0.000    0.000    0.000 queue.py:121(put)
       11    0.000    0.000    0.000    0.000 queue.py:18(_put)
       11    0.000    0.000    0.000    0.000 queue.py:21(_get)
       11    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
       10    0.000    0.000    0.004    0.000 enum.py:430(_create_)
       10    0.000    0.000    0.001    0.000 enum.py:500(<listcomp>)
       10    0.000    0.000    0.005    0.001 enum.py:483(_convert_)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 connection.py:218(<genexpr>)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        9    0.000    0.000    0.000    0.000 _collections_abc.py:824(update)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 url.py:303(<listcomp>)
        9    0.000    0.000    0.000    0.000 url.py:302(_idna_encode)
        9    0.000    0.000    0.000    0.000 typing.py:586(__init__)
        9    0.000    0.000    0.000    0.000 css_types.py:331(pickle_register)
        8    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        8    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        8    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
        8    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        8    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        8    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        8    0.000    0.000    0.000    0.000 six.py:195(__get_module)
        8    0.000    0.000    0.000    0.000 parse.py:155(hostname)
        8    0.000    0.000    0.000    0.000 parse.py:195(_hostinfo)
        8    0.000    0.000    0.000    0.000 message.py:462(get)
        8    0.000    0.000    0.003    0.000 hashlib.py:79(__get_builtin_constructor)
        8    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        8    0.000    0.000    0.000    0.000 formatter.py:41(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:48(__init__)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        7    0.000    0.000    0.060    0.009 <frozen importlib._bootstrap>:406(spec_from_loader)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        7    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        7    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        7    0.000    0.000    0.000    0.000 financial_enhanced.py:19(<genexpr>)
        7    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
        7    0.000    0.000    0.000    0.000 __init__.py:1335(_fixupParents)
        7    0.000    0.000    0.000    0.000 __init__.py:2018(getLogger)
        7    0.000    0.000    0.062    0.009 six.py:85(_import_module)
        7    0.000    0.000    0.000    0.000 utils.py:293(to_key_val_list)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
      7/5    0.000    0.000    0.000    0.000 typing.py:347(__getitem__)
        7    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
        7    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        7    0.000    0.000    0.000    0.000 structures.py:42(__init__)
        7    0.000    0.000    0.000    0.000 sessions.py:50(merge_setting)
        7    0.000    0.000    0.000    0.000 element.py:766(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        6    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        6    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        6    0.000    0.000    0.000    0.000 cookiejar.py:528(is_HDN)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1219(vals_sorted_by_key)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1223(deepvalues)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1750(__iter__)
        6    0.000    0.000    0.000    0.000 cookies.py:51(get_full_url)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        6    0.000    0.000    0.000    0.000 client.py:977(_output)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
        6    0.000    0.000    0.000    0.000 structures.py:59(__iter__)
        6    0.000    0.000    0.000    0.000 element.py:933(name)
        5    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        5    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        5    0.000    0.000    0.003    0.001 six.py:95(__get__)
        5    0.000    0.000    0.000    0.000 six.py:182(_get_module)
        5    0.000    0.000    0.000    0.000 six.py:992(ensure_str)
        5    0.000    0.000    0.000    0.000 client.py:1208(putheader)
        5    0.000    0.000    0.000    0.000 client.py:1256(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 parse.py:799(quote)
        5    0.000    0.000    0.000    0.000 parse.py:870(quote_from_bytes)
        5    0.000    0.000    0.000    0.000 connection.py:216(putheader)
        5    0.000    0.000    0.000    0.000 url.py:210(_encode_invalid_chars)
        5    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        5    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
        5    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        5    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        5    0.000    0.000    0.000    0.000 _internal_utils.py:14(to_native_string)
        4    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        4    0.000    0.000    0.000    0.000 cookiejar.py:613(request_host)
        4    0.000    0.000    0.000    0.000 cookiejar.py:670(escape_path)
        4    0.000    0.000    0.000    0.000 cookiejar.py:877(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1258(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1386(_normalized_cookie_tuples)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1575(_cookies_from_attrs_set)
        4    0.000    0.000    0.000    0.000 cookies.py:111(info)
        4    0.000    0.000    0.000    0.000 __init__.py:1230(append)
        4    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        4    0.000    0.000    0.062    0.016 six.py:117(_resolve)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        4    0.000    0.000    0.060    0.015 six.py:215(is_package)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
        4    0.000    0.000    0.000    0.000 six.py:236(exec_module)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        4    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
        4    0.000    0.000    0.000    0.000 timeout.py:102(__init__)
        4    0.000    0.000    0.000    0.000 utils.py:942(check_header_validity)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
        4    0.000    0.000    0.000    0.000 typing.py:720(__hash__)
        4    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
        4    0.000    0.000    0.000    0.000 idna.py:147(encode)
        4    0.000    0.000    0.000    0.000 formatter.py:119(__init__)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7fc66f694ee0}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(create_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:771(is_package)
        3    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        3    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        3    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        3    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        3    0.000    0.000    0.000    0.000 contextlib.py:108(__enter__)
        3    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
        3    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        3    0.000    0.000    0.002    0.001 cookies.py:37(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:843(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 __init__.py:862(__init__)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
        3    0.000    0.000    0.000    0.000 socket.py:219(__init__)
        3    0.000    0.000    0.000    0.000 six.py:160(_resolve)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:2201(_create)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        3    0.000    0.000    0.000    0.000 connection.py:127(host)
        3    0.000    0.000    0.015    0.005 request.py:1(<module>)
        3    0.000    0.000    0.002    0.001 response.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:283(<listcomp>)
        3    0.000    0.000    0.000    0.000 retry.py:225(__init__)
        3    0.000    0.000    0.000    0.000 url.py:91(__new__)
        3    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
        3    0.000    0.000    0.000    0.000 url.py:297(<listcomp>)
        3    0.000    0.000    0.000    0.000 url.py:330(parse_url)
        3    0.000    0.000    0.000    0.000 timeout.py:220(connect_timeout)
        3    0.000    0.000    0.000    0.000 request.py:40(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:176(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:187(_subs_tvars)
        3    0.000    0.000    0.000    0.000 typing.py:677(__getitem__)
        3    0.000    0.000    0.000    0.000 typing.py:689(copy_with)
        3    0.000    0.000    0.000    0.000 cookies.py:521(<listcomp>)
        3    0.000    0.000    0.000    0.000 cookies.py:508(cookiejar_from_dict)
        3    0.000    0.000    0.000    0.000 structures.py:62(__len__)
        3    0.000    0.000    0.158    0.053 models.py:818(content)
        3    0.000    0.000    0.000    0.000 hooks.py:18(<dictcomp>)
        3    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
        3    0.000    0.000    0.000    0.000 sessions.py:74(<listcomp>)
        3    0.000    0.000    0.000    0.000 element.py:34(_alias)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7fc66f54cc10}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:701(__len__)
        2    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        2    0.000    0.000    0.000    0.000 re.py:188(match)
        2    0.000    0.000    0.000    0.000 cookiejar.py:459(parse_ns_headers)
        2    0.000    0.000    0.000    0.000 cookiejar.py:543(domain_match)
        2    0.000    0.000    0.000    0.000 cookiejar.py:629(eff_request_host)
        2    0.000    0.000    0.000    0.000 cookiejar.py:640(request_path)
        2    0.000    0.000    0.000    0.000 cookiejar.py:684(reach)
        2    0.000    0.000    0.000    0.000 cookiejar.py:719(is_third_party)
        2    0.000    0.000    0.000    0.000 cookiejar.py:754(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:919(is_blocked)
        2    0.000    0.000    0.000    0.000 cookiejar.py:934(is_not_allowed)
        2    0.000    0.000    0.001    0.000 cookiejar.py:942(set_ok)
        2    0.000    0.000    0.000    0.000 cookiejar.py:961(set_ok_version)
        2    0.000    0.000    0.000    0.000 cookiejar.py:976(set_ok_verifiability)
        2    0.000    0.000    0.000    0.000 cookiejar.py:988(set_ok_name)
        2    0.000    0.000    0.000    0.000 cookiejar.py:997(set_ok_path)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1008(set_ok_domain)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1067(set_ok_port)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1483(_cookie_from_cookie_tuple)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1584(_process_rfc2109_cookies)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1596(make_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1664(set_cookie)
        2    0.000    0.000    0.001    0.001 cookiejar.py:1677(extract_cookies)
        2    0.000    0.000    0.000    0.000 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 cookies.py:45(get_host)
        2    0.000    0.000    0.000    0.000 cookies.py:48(get_origin_req_host)
        2    0.000    0.000    0.000    0.000 cookies.py:65(is_unverifiable)
        2    0.000    0.000    0.000    0.000 cookies.py:84(unverifiable)
        2    0.000    0.000    0.000    0.000 cookies.py:88(origin_req_host)
        2    0.000    0.000    0.000    0.000 cookies.py:104(__init__)
        2    0.000    0.000    0.001    0.001 cookies.py:118(extract_cookies_to_jar)
        2    0.000    0.000    0.000    0.000 cookies.py:343(set_cookie)
        2    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1424(debug)
        2    0.000    0.000    0.000    0.000 __init__.py:1601(addHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:1689(isEnabledFor)
        2    0.000    0.000    0.000    0.000 __init__.py:2163(createLock)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        2    0.000    0.000    0.000    0.000 ssl.py:710(verify_mode)
        2    0.000    0.000    0.000    0.000 ssl.py:718(verify_mode)
        2    0.000    0.000    0.000    0.000 ssl.py:1082(_check_connected)
        2    0.000    0.000    0.000    0.000 socket.py:492(_real_close)
        2    0.000    0.000    0.000    0.000 socket.py:496(close)
        2    0.000    0.000    0.000    0.000 six.py:642(itervalues)
        2    0.000    0.000    0.000    0.000 client.py:411(close)
        2    0.000    0.000    0.000    0.000 client.py:434(isclosed)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        2    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        2    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        2    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        2    0.000    0.000    0.000    0.000 parse.py:456(<genexpr>)
        2    0.000    0.000    0.000    0.000 parse.py:474(urlunparse)
        2    0.000    0.000    0.000    0.000 parse.py:485(urlunsplit)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:655(timegm)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        2    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        2    0.000    0.000    0.000    0.000 connectionpool.py:320(_get_timeout)
        2    0.000    0.000    0.000    0.000 connection.py:232(<genexpr>)
        2    0.000    0.000    0.057    0.028 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl_.py:211(resolve_cert_reqs)
        2    0.000    0.000    0.000    0.000 timeout.py:181(clone)
        2    0.000    0.000    0.000    0.000 _collections.py:47(__init__)
        2    0.000    0.000    0.003    0.001 _collections.py:92(clear)
        2    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:251(<genexpr>)
        2    0.000    0.000    0.000    0.000 response.py:425(_error_catcher)
        2    0.000    0.000    0.000    0.000 response.py:680(supports_chunked_reads)
        2    0.000    0.000    0.000    0.000 poolmanager.py:170(__init__)
        2    0.000    0.000    0.003    0.001 poolmanager.py:215(clear)
        2    0.000    0.000    0.000    0.000 utils.py:687(set_environ)
        2    0.000    0.000    0.000    0.000 utils.py:782(select_proxy)
        2    0.000    0.000    0.000    0.000 pathlib.py:61(__init__)
        2    0.000    0.000    0.001    0.000 request.py:2494(getproxies_environment)
        2    0.000    0.000    0.000    0.000 request.py:2578(ip2num)
        2    0.000    0.000    0.000    0.000 cookiejar.py:73(_timegm)
        2    0.000    0.000    0.000    0.000 cookiejar.py:129(offset_from_tz_string)
        2    0.000    0.000    0.000    0.000 cookiejar.py:143(_str2time)
        2    0.000    0.000    0.000    0.000 cookiejar.py:225(http2time)
        2    0.000    0.000    0.000    0.000 cookiejar.py:341(split_header_words)
        2    0.000    0.000    0.000    0.000 cookiejar.py:452(strip_quotes)
        2    0.000    0.000    0.000    0.000 cookies.py:348(update)
        2    0.000    0.000    0.000    0.000 cookies.py:529(merge_cookies)
        2    0.000    0.000    0.000    0.000 structures.py:82(copy)
        2    0.000    0.000    0.000    0.000 sessions.py:755(<listcomp>)
        2    0.000    0.000    0.000    0.000 sessions.py:749(mount)
        2    0.000    0.000    0.000    0.000 adapters.py:58(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:113(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:146(init_poolmanager)
        2    0.000    0.000    0.003    0.001 adapters.py:319(close)
        2    0.000    0.000    0.000    0.000 __init__.py:204(deprecated_argument)
        2    0.000    0.000    0.000    0.000 __init__.py:187(reset)
        2    0.000    0.000    0.000    0.000 element.py:1438(__getattr__)
        2    0.000    0.000    0.000    0.000 formatter.py:126(__init__)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:232(handle_entityref)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:335(prepare_markup)
        2    0.011    0.006    0.136    0.068 parser.py:134(goahead)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7fc66f694f70}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.052    0.052    0.052    0.052 {method 'do_handshake' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
